fecha_in,tc_in,fecha_bx,tc_bx
30/05/2013,12.7242,30/05/2013,12.7781
31/05/2013,12.7962,31/05/2013,12.8035
03/06/2013,12.7741,03/06/2013,12.7882
04/06/2013,12.7262,04/06/2013,12.7317
05/06/2013,12.7840,05/06/2013,12.8167
06/06/2013,12.8298,06/06/2013,12.9079
07/06/2013,12.7877,07/06/2013,12.7173
10/06/2013,12.8409,10/06/2013,12.8572
11/06/2013,12.8720,11/06/2013,12.8846
12/06/2013,12.8763,12/06/2013,12.8442
13/06/2013,12.7750,13/06/2013,12.7812
14/06/2013,12.6663,14/06/2013,12.6916
17/06/2013,12.7765,17/06/2013,12.7370
18/06/2013,12.8645,18/06/2013,12.8800
19/06/2013,13.0696,19/06/2013,12.8695
20/06/2013,13.3042,20/06/2013,13.4015
21/06/2013,13.3360,21/06/2013,13.4041
24/06/2013,13.3029,24/06/2013,13.3966
25/06/2013,13.2627,25/06/2013,13.2424
26/06/2013,13.1888,26/06/2013,13.1884
27/06/2013,13.0909,27/06/2013,13.0235
28/06/2013,12.9825,28/06/2013,13.0279
01/07/2013,12.9620,01/07/2013,12.9131
02/07/2013,13.0087,02/07/2013,12.9850
03/07/2013,12.9984,03/07/2013,13.0377
04/07/2013,12.9359,04/07/2013,12.8902
05/07/2013,12.9944,05/07/2013,13.0567
08/07/2013,12.9800,08/07/2013,12.9267
09/07/2013,12.8842,09/07/2013,12.8654
10/07/2013,12.8994,10/07/2013,12.9494
11/07/2013,12.8525,11/07/2013,12.8599
12/07/2013,12.8130,12/07/2013,12.8234
15/07/2013,12.7418,15/07/2013,12.7387
16/07/2013,12.6435,16/07/2013,12.6299
17/07/2013,12.5433,17/07/2013,12.5455
18/07/2013,12.4855,18/07/2013,12.4976
19/07/2013,12.5165,19/07/2013,12.5499
22/07/2013,12.5164,22/07/2013,12.5054
23/07/2013,12.4985,23/07/2013,12.5093
24/07/2013,12.5610,24/07/2013,12.6330
25/07/2013,12.6083,25/07/2013,12.6468
26/07/2013,12.6390,26/07/2013,12.7091
29/07/2013,12.7124,29/07/2013,12.7321
30/07/2013,12.7590,30/07/2013,12.7635
31/07/2013,12.7468,31/07/2013,12.8464
01/08/2013,12.7834,01/08/2013,12.8068
02/08/2013,12.7458,02/08/2013,12.6904
05/08/2013,12.6510,05/08/2013,12.6759
06/08/2013,12.6312,06/08/2013,12.6445
07/08/2013,12.6730,07/08/2013,12.6989
08/08/2013,12.6600,08/08/2013,12.6460
09/08/2013,12.6098,09/08/2013,12.5889
12/08/2013,12.6465,12/08/2013,12.5666
13/08/2013,12.7069,13/08/2013,12.7545
14/08/2013,12.7307,14/08/2013,12.7255
15/08/2013,12.7760,15/08/2013,12.8625
16/08/2013,12.8649,16/08/2013,12.8722
19/08/2013,12.9932,19/08/2013,13.0124
20/08/2013,13.0279,20/08/2013,13.0064
21/08/2013,13.1174,21/08/2013,13.1424
22/08/2013,13.1744,22/08/2013,13.1486
23/08/2013,13.0231,23/08/2013,12.9979
26/08/2013,13.0825,26/08/2013,13.1090
27/08/2013,13.2092,27/08/2013,13.3366
28/08/2013,13.2716,28/08/2013,13.2539
29/08/2013,13.3404,29/08/2013,13.3104
30/08/2013,13.3706,30/08/2013,13.3415
02/09/2013,13.3503,02/09/2013,13.3070
03/09/2013,13.3453,03/09/2013,13.4394
04/09/2013,13.3504,04/09/2013,13.3065
05/09/2013,13.3469,05/09/2013,13.4079
06/09/2013,13.2778,06/09/2013,13.2413
09/09/2013,13.1412,09/09/2013,13.1471
10/09/2013,13.0981,10/09/2013,13.1119
11/09/2013,13.0699,11/09/2013,13.0938
12/09/2013,13.0507,12/09/2013,13.0854
13/09/2013,13.0513,13/09/2013,13.0540
17/09/2013,12.9276,17/09/2013,12.9241
18/09/2013,12.7927,18/09/2013,12.9687
19/09/2013,12.6778,19/09/2013,12.7179
20/09/2013,12.7790,20/09/2013,12.7685
23/09/2013,12.8300,23/09/2013,12.7846
24/09/2013,12.8722,24/09/2013,12.8754
25/09/2013,12.9776,25/09/2013,12.9530
26/09/2013,13.0415,26/09/2013,13.0119
27/09/2013,13.1051,27/09/2013,13.1450
30/09/2013,13.1419,30/09/2013,13.1747
01/10/2013,13.1225,01/10/2013,13.1294
02/10/2013,13.1352,02/10/2013,13.1593
03/10/2013,13.1364,03/10/2013,13.2663
04/10/2013,13.1233,04/10/2013,13.0976
07/10/2013,13.1069,07/10/2013,13.0959
08/10/2013,13.1794,08/10/2013,13.1417
09/10/2013,13.2050,09/10/2013,13.2126
10/10/2013,13.1391,10/10/2013,13.0913
11/10/2013,13.0445,11/10/2013,13.0514
14/10/2013,12.9882,14/10/2013,13.0492
15/10/2013,12.9929,15/10/2013,12.9725
16/10/2013,12.9170,16/10/2013,12.8816
17/10/2013,12.8137,17/10/2013,12.7717
18/10/2013,12.8152,18/10/2013,12.7988
21/10/2013,12.9150,21/10/2013,12.9314
22/10/2013,12.9173,22/10/2013,12.8713
23/10/2013,12.9195,23/10/2013,12.9433
24/10/2013,12.9820,24/10/2013,12.9916
25/10/2013,12.9213,25/10/2013,12.8693
28/10/2013,12.8784,28/10/2013,12.8948
29/10/2013,12.8957,29/10/2013,12.8903
30/10/2013,12.9310,30/10/2013,12.8640
31/10/2013,12.9762,31/10/2013,13.0067
01/11/2013,13.0427,01/11/2013,13.0789
04/11/2013,13.0317,04/11/2013,12.9869
05/11/2013,13.0806,05/11/2013,13.1341
06/11/2013,13.1659,06/11/2013,13.1388
07/11/2013,13.1992,07/11/2013,13.1912
08/11/2013,13.1997,08/11/2013,13.2412
11/11/2013,13.2030,11/11/2013,13.2314
12/11/2013,13.1948,12/11/2013,13.1879
13/11/2013,13.0964,13/11/2013,13.1030
14/11/2013,12.9947,14/11/2013,13.0173
15/11/2013,12.9523,15/11/2013,12.9524
19/11/2013,12.9298,19/11/2013,12.8869
20/11/2013,13.0303,20/11/2013,12.9697
21/11/2013,13.0584,21/11/2013,13.0617
22/11/2013,12.9989,22/11/2013,13.0223
25/11/2013,13.0103,25/11/2013,13.0267
26/11/2013,13.0521,26/11/2013,13.0745
27/11/2013,13.0865,27/11/2013,13.0925
28/11/2013,13.0995,28/11/2013,13.0836
29/11/2013,13.0895,29/11/2013,13.1101
02/12/2013,13.1615,02/12/2013,13.2041
03/12/2013,13.1605,03/12/2013,13.2372
04/12/2013,13.0750,04/12/2013,13.0826
05/12/2013,13.0701,05/12/2013,13.0057
06/12/2013,13.0123,06/12/2013,12.9299
09/12/2013,12.8904,09/12/2013,12.8612
10/12/2013,12.8595,10/12/2013,12.8574
11/12/2013,12.9498,11/12/2013,12.9342
13/12/2013,12.9273,13/12/2013,12.9515
16/12/2013,12.9046,16/12/2013,12.9439
17/12/2013,12.9425,17/12/2013,12.9575
18/12/2013,12.9143,18/12/2013,12.9937
19/12/2013,12.9213,19/12/2013,12.9730
20/12/2013,12.9707,20/12/2013,12.9574
23/12/2013,12.9860,23/12/2013,12.9610
24/12/2013,13.0144,24/12/2013,13.0200
26/12/2013,13.0475,26/12/2013,13.0547
27/12/2013,13.0675,27/12/2013,13.0765
30/12/2013,13.0713,30/12/2013,13.0652
31/12/2013,13.0503,31/12/2013,13.0843
02/01/2014,13.0928,02/01/2014,13.1011
03/01/2014,13.1301,03/01/2014,13.0911
06/01/2014,13.0970,06/01/2014,13.0905
07/01/2014,13.0490,07/01/2014,13.0337
08/01/2014,13.0725,08/01/2014,13.0846
09/01/2014,13.1093,09/01/2014,13.1403
10/01/2014,13.0250,10/01/2014,13.0065
13/01/2014,13.0220,13/01/2014,12.9889
14/01/2014,13.0850,14/01/2014,13.0956
15/01/2014,13.1415,15/01/2014,13.1689
16/01/2014,13.2348,16/01/2014,13.2907
17/01/2014,13.2590,17/01/2014,13.2737
20/01/2014,13.2424,20/01/2014,13.2420
21/01/2014,13.2598,21/01/2014,13.2984
22/01/2014,13.2919,22/01/2014,13.3194
23/01/2014,13.3550,23/01/2014,13.3722
24/01/2014,13.4258,24/01/2014,13.4930
27/01/2014,13.4105,27/01/2014,13.4408
28/01/2014,13.3093,28/01/2014,13.3104
29/01/2014,13.3268,29/01/2014,13.3671
30/01/2014,13.3819,30/01/2014,13.3207
31/01/2014,13.3601,31/01/2014,13.3769
04/02/2014,13.4319,04/02/2014,13.3928
05/02/2014,13.3073,05/02/2014,13.3705
06/02/2014,13.2799,06/02/2014,13.2211
07/02/2014,13.2783,07/02/2014,13.3285
10/02/2014,13.3029,10/02/2014,13.3134
11/02/2014,13.3060,11/02/2014,13.2916
12/02/2014,13.3031,12/02/2014,13.3056
13/02/2014,13.2917,13/02/2014,13.3320
14/02/2014,13.2561,14/02/2014,13.2477
17/02/2014,13.2233,17/02/2014,13.1949
18/02/2014,13.2215,18/02/2014,13.2261
19/02/2014,13.2792,19/02/2014,13.2714
20/02/2014,13.3030,20/02/2014,13.2913
21/02/2014,13.2687,21/02/2014,13.2704
24/02/2014,13.2616,24/02/2014,13.2090
25/02/2014,13.2415,25/02/2014,13.2248
26/02/2014,13.2810,26/02/2014,13.2992
27/02/2014,13.2995,27/02/2014,13.3066
28/02/2014,13.2520,28/02/2014,13.2379
03/03/2014,13.3172,03/03/2014,13.3201
04/03/2014,13.3069,04/03/2014,13.2752
05/03/2014,13.2603,05/03/2014,13.2519
06/03/2014,13.1957,06/03/2014,13.1476
07/03/2014,13.1766,07/03/2014,13.1795
10/03/2014,13.1965,10/03/2014,13.2248
11/03/2014,13.2493,11/03/2014,13.2430
12/03/2014,13.2635,12/03/2014,13.2659
13/03/2014,13.2680,13/03/2014,13.2456
14/03/2014,13.2508,14/03/2014,13.2340
18/03/2014,13.1562,18/03/2014,13.1675
19/03/2014,13.2221,19/03/2014,13.1695
20/03/2014,13.2784,20/03/2014,13.2703
21/03/2014,13.2448,21/03/2014,13.2200
24/03/2014,13.2003,24/03/2014,13.2019
25/03/2014,13.1449,25/03/2014,13.1349
26/03/2014,13.1197,26/03/2014,13.1273
27/03/2014,13.1118,27/03/2014,13.0837
28/03/2014,13.0774,28/03/2014,13.0841
31/03/2014,13.0574,31/03/2014,13.0549
01/04/2014,13.0582,01/04/2014,13.0313
02/04/2014,13.0665,02/04/2014,13.0991
03/04/2014,13.1025,03/04/2014,13.1324
04/04/2014,13.0614,04/04/2014,13.0345
07/04/2014,13.0036,07/04/2014,13.0179
08/04/2014,13.0293,08/04/2014,12.9642
09/04/2014,13.0150,09/04/2014,13.0604
10/04/2014,13.0230,10/04/2014,13.0453
11/04/2014,13.0552,11/04/2014,13.0788
14/04/2014,13.0210,14/04/2014,13.0493
15/04/2014,13.0598,15/04/2014,13.0986
16/04/2014,13.0827,16/04/2014,13.0603
21/04/2014,13.0428,21/04/2014,13.0413
22/04/2014,13.0439,22/04/2014,13.0448
23/04/2014,13.0627,23/04/2014,13.0908
24/04/2014,13.0813,24/04/2014,13.1010
25/04/2014,13.1171,25/04/2014,13.1371
28/04/2014,13.1244,28/04/2014,13.1356
29/04/2014,13.1128,29/04/2014,13.1039
30/04/2014,13.0909,30/04/2014,13.0901
02/05/2014,13.0303,02/05/2014,12.9981
05/05/2014,13.0350,05/05/2014,13.0102
06/05/2014,13.0440,06/05/2014,13.0129
07/05/2014,13.0000,07/05/2014,12.9876
08/05/2014,12.9598,08/05/2014,12.9477
09/05/2014,12.9475,09/05/2014,12.9843
12/05/2014,12.9520,12/05/2014,12.9534
13/05/2014,12.9345,13/05/2014,12.9234
14/05/2014,12.9024,14/05/2014,12.8993
15/05/2014,12.9240,15/05/2014,12.9755
16/05/2014,12.9345,16/05/2014,12.9193
19/05/2014,12.9046,19/05/2014,12.8944
20/05/2014,12.9048,20/05/2014,12.9425
21/05/2014,12.9224,21/05/2014,12.9132
22/05/2014,12.9049,22/05/2014,12.8801
23/05/2014,12.8691,23/05/2014,12.8656
26/05/2014,12.8645,26/05/2014,12.8616
27/05/2014,12.8643,27/05/2014,12.8772
28/05/2014,12.8661,28/05/2014,12.8660
29/05/2014,12.8576,29/05/2014,12.8462
30/05/2014,12.8496,30/05/2014,12.8609
02/06/2014,12.8885,02/06/2014,12.9108
03/06/2014,12.9265,03/06/2014,12.9447
04/06/2014,12.9307,04/06/2014,12.9527
05/06/2014,12.8950,05/06/2014,12.8868
06/06/2014,12.8971,06/06/2014,12.8981
09/06/2014,12.9803,09/06/2014,12.9912
10/06/2014,13.0255,10/06/2014,13.0486
11/06/2014,13.0134,11/06/2014,13.0306
12/06/2014,12.9929,12/06/2014,12.9815
13/06/2014,12.9940,13/06/2014,13.0164
16/06/2014,13.0311,16/06/2014,13.0323
17/06/2014,13.0794,17/06/2014,13.1007
18/06/2014,13.0468,18/06/2014,13.0672
19/06/2014,12.9997,19/06/2014,12.9885
20/06/2014,13.0062,20/06/2014,13.0124
23/06/2014,13.0088,23/06/2014,13.0056
24/06/2014,13.0445,24/06/2014,13.0218
25/06/2014,13.0341,25/06/2014,13.0174
26/06/2014,13.0117,26/06/2014,13.0323
27/06/2014,12.9908,27/06/2014,13.0002
30/06/2014,12.9655,30/06/2014,12.9712
01/07/2014,12.9549,01/07/2014,12.9605
02/07/2014,12.9707,02/07/2014,12.9673
03/07/2014,12.9745,03/07/2014,12.9829
04/07/2014,12.9607,04/07/2014,12.9768
07/07/2014,12.9989,07/07/2014,12.9949
08/07/2014,13.0029,08/07/2014,13.0006
09/07/2014,12.9772,09/07/2014,12.9780
10/07/2014,12.9819,10/07/2014,13.0015
11/07/2014,12.9939,11/07/2014,12.9850
14/07/2014,12.9740,14/07/2014,12.9755
15/07/2014,12.9507,15/07/2014,12.9611
16/07/2014,12.9314,16/07/2014,12.9390
17/07/2014,12.9568,17/07/2014,12.9454
18/07/2014,12.9745,18/07/2014,12.9588
21/07/2014,12.9589,21/07/2014,12.9751
22/07/2014,12.9585,22/07/2014,12.9393
23/07/2014,12.9401,23/07/2014,12.9286
24/07/2014,12.9463,24/07/2014,12.9572
25/07/2014,12.9518,25/07/2014,12.9445
28/07/2014,12.9743,28/07/2014,12.9878
29/07/2014,13.0364,29/07/2014,13.0578
30/07/2014,13.1111,30/07/2014,13.1357
31/07/2014,13.1850,31/07/2014,13.2269
01/08/2014,13.1993,01/08/2014,13.1932
04/08/2014,13.1895,04/08/2014,13.1962
05/08/2014,13.2443,05/08/2014,13.2716
06/08/2014,13.2621,06/08/2014,13.2580
07/08/2014,13.2559,07/08/2014,13.2551
08/08/2014,13.2640,08/08/2014,13.2360
11/08/2014,13.2134,11/08/2014,13.1998
12/08/2014,13.1583,12/08/2014,13.1590
13/08/2014,13.1357,13/08/2014,13.1113
14/08/2014,13.1039,14/08/2014,13.0717
15/08/2014,13.0735,15/08/2014,13.0748
18/08/2014,13.0625,18/08/2014,13.0505
19/08/2014,13.0469,19/08/2014,13.0532
20/08/2014,13.0913,20/08/2014,13.0814
21/08/2014,13.1226,21/08/2014,13.0963
22/08/2014,13.1216,22/08/2014,13.1328
25/08/2014,13.1447,25/08/2014,13.1383
26/08/2014,13.1243,26/08/2014,13.1059
27/08/2014,13.0901,27/08/2014,13.0811
28/08/2014,13.0855,28/08/2014,13.1109
29/08/2014,13.0879,29/08/2014,13.0763
01/09/2014,13.0930,01/09/2014,13.0833
02/09/2014,13.1035,02/09/2014,13.1299
03/09/2014,13.1042,03/09/2014,13.0892
04/09/2014,13.1236,04/09/2014,13.0959
05/09/2014,13.0915,05/09/2014,13.0788
08/09/2014,13.0865,08/09/2014,13.0813
09/09/2014,13.1697,09/09/2014,13.2162
10/09/2014,13.1976,10/09/2014,13.2144
11/09/2014,13.2118,11/09/2014,13.2144
12/09/2014,13.2430,12/09/2014,13.2644
15/09/2014,13.2446,15/09/2014,13.2223
17/09/2014,13.2024,17/09/2014,13.1762
18/09/2014,13.2396,18/09/2014,13.2402
19/09/2014,13.2254,19/09/2014,13.2369
22/09/2014,13.2440,22/09/2014,13.2566
23/09/2014,13.2978,23/09/2014,13.2768
24/09/2014,13.2981,24/09/2014,13.3015
25/09/2014,13.3317,25/09/2014,13.3848
26/09/2014,13.4169,26/09/2014,13.4541
29/09/2014,13.4700,29/09/2014,13.4891
30/09/2014,13.4641,30/09/2014,13.4330
01/10/2014,13.4423,01/10/2014,13.4455
02/10/2014,13.4189,02/10/2014,13.4026
03/10/2014,13.4359,03/10/2014,13.4835
06/10/2014,13.4439,06/10/2014,13.4089
07/10/2014,13.4368,07/10/2014,13.4332
08/10/2014,13.4068,08/10/2014,13.4786
09/10/2014,13.3877,09/10/2014,13.3789
10/10/2014,13.4619,10/10/2014,13.4331
13/10/2014,13.4587,13/10/2014,13.4203
14/10/2014,13.4458,14/10/2014,13.4094
15/10/2014,13.4875,15/10/2014,13.5423
16/10/2014,13.5446,16/10/2014,13.5616
17/10/2014,13.5412,17/10/2014,13.5231
20/10/2014,13.5330,20/10/2014,13.5357
21/10/2014,13.5384,21/10/2014,13.4989
22/10/2014,13.5473,22/10/2014,13.5559
23/10/2014,13.5616,23/10/2014,13.5288
24/10/2014,13.5602,24/10/2014,13.5263
27/10/2014,13.5437,27/10/2014,13.5701
28/10/2014,13.4908,28/10/2014,13.4843
29/10/2014,13.4722,29/10/2014,13.4239
30/10/2014,13.4689,30/10/2014,13.4316
31/10/2014,13.4591,31/10/2014,13.4773
03/11/2014,13.5368,03/11/2014,13.5503
04/11/2014,13.5814,04/11/2014,13.5925
05/11/2014,13.5646,05/11/2014,13.6070
06/11/2014,13.6046,06/11/2014,13.6173
07/11/2014,13.5880,07/11/2014,13.5573
10/11/2014,13.5750,10/11/2014,13.5528
11/11/2014,13.6053,11/11/2014,13.5874
12/11/2014,13.5796,12/11/2014,13.5613
13/11/2014,13.5805,13/11/2014,13.5995
14/11/2014,13.5690,14/11/2014,13.5348
18/11/2014,13.5733,18/11/2014,13.5445
19/11/2014,13.5917,19/11/2014,13.6146
20/11/2014,13.6347,20/11/2014,13.6115
21/11/2014,13.6368,21/11/2014,13.6152
24/11/2014,13.6441,24/11/2014,13.6374
25/11/2014,13.6673,25/11/2014,13.6420
26/11/2014,13.7013,26/11/2014,13.7219
27/11/2014,13.7443,27/11/2014,13.7667
28/11/2014,13.8490,28/11/2014,13.8965
01/12/2014,13.9598,01/12/2014,13.9262
02/12/2014,14.0461,02/12/2014,14.0760
03/12/2014,14.1015,03/12/2014,14.0918
04/12/2014,14.1248,04/12/2014,14.1165
05/12/2014,14.2580,05/12/2014,14.3045
08/12/2014,14.3672,08/12/2014,14.4042
09/12/2014,14.4021,09/12/2014,14.3674
10/12/2014,14.4905,10/12/2014,14.5181
11/12/2014,14.6674,11/12/2014,14.6648
15/12/2014,14.7558,15/12/2014,14.7853
16/12/2014,14.7525,16/12/2014,14.7499
17/12/2014,14.6554,17/12/2014,14.6028
18/12/2014,14.5713,18/12/2014,14.5562
19/12/2014,14.5893,19/12/2014,14.6378
22/12/2014,14.6260,22/12/2014,14.6359
23/12/2014,14.7056,23/12/2014,14.7008
24/12/2014,14.7375,24/12/2014,14.7429
26/12/2014,14.7147,26/12/2014,14.6955
29/12/2014,14.7475,29/12/2014,14.7180
30/12/2014,14.7510,30/12/2014,14.7348
31/12/2014,14.7430,31/12/2014,14.7414
02/01/2015,14.7883,02/01/2015,14.8290
05/01/2015,14.8811,05/01/2015,14.9469
06/01/2015,14.9175,06/01/2015,14.8479
07/01/2015,14.8035,07/01/2015,14.7936
08/01/2015,14.6884,08/01/2015,14.6274
09/01/2015,14.6333,09/01/2015,14.5804
12/01/2015,14.6130,12/01/2015,14.6398
13/01/2015,14.6328,13/01/2015,14.5559
14/01/2015,14.5490,14/01/2015,14.5644
15/01/2015,14.5760,15/01/2015,14.5821
16/01/2015,14.6106,16/01/2015,14.6223
19/01/2015,14.5974,19/01/2015,14.6524
20/01/2015,14.6425,20/01/2015,14.6484
21/01/2015,14.7073,21/01/2015,14.6983
22/01/2015,14.6930,22/01/2015,14.6120
23/01/2015,14.6407,23/01/2015,14.6499
26/01/2015,14.6241,26/01/2015,14.5887
27/01/2015,14.5973,27/01/2015,14.5872
28/01/2015,14.6890,28/01/2015,14.6878
29/01/2015,14.7785,29/01/2015,14.8414
30/01/2015,14.8920,30/01/2015,14.9885
03/02/2015,14.7602,03/02/2015,14.7566
04/02/2015,14.7719,04/02/2015,14.8011
05/02/2015,14.8409,05/02/2015,14.7548
06/02/2015,14.8188,06/02/2015,14.9024
09/02/2015,14.8429,09/02/2015,14.8014
10/02/2015,14.8955,10/02/2015,14.9309
11/02/2015,15.0148,11/02/2015,15.1099
12/02/2015,14.9966,12/02/2015,14.9167
13/02/2015,14.9039,13/02/2015,14.8605
16/02/2015,14.9203,16/02/2015,14.8979
17/02/2015,14.9205,17/02/2015,14.8971
18/02/2015,14.8889,18/02/2015,14.9473
19/02/2015,14.9284,19/02/2015,14.9583
20/02/2015,15.0152,20/02/2015,15.0757
23/02/2015,15.0679,23/02/2015,15.0832
24/02/2015,14.9997,24/02/2015,14.9712
25/02/2015,14.9219,25/02/2015,14.9228
26/02/2015,14.9648,26/02/2015,14.9624
27/02/2015,14.9695,27/02/2015,14.9553
02/03/2015,14.9808,02/03/2015,14.9862
03/03/2015,15.0010,03/03/2015,14.9544
04/03/2015,15.0206,04/03/2015,15.0756
05/03/2015,15.1239,05/03/2015,15.1686
06/03/2015,15.3441,06/03/2015,15.4445
09/03/2015,15.4833,09/03/2015,15.4544
10/03/2015,15.5493,10/03/2015,15.5837
11/03/2015,15.5578,11/03/2015,15.4455
12/03/2015,15.4432,12/03/2015,15.4003
13/03/2015,15.4388,13/03/2015,15.4892
17/03/2015,15.3936,17/03/2015,15.4271
18/03/2015,15.2348,18/03/2015,15.4192
19/03/2015,15.1863,19/03/2015,15.2960
20/03/2015,15.1663,20/03/2015,15.0317
23/03/2015,14.9904,23/03/2015,14.9644
24/03/2015,14.9340,24/03/2015,14.9347
25/03/2015,14.9669,25/03/2015,14.9524
26/03/2015,15.0635,26/03/2015,15.1056
27/03/2015,15.1835,27/03/2015,15.1542
30/03/2015,15.2458,30/03/2015,15.2427
31/03/2015,15.2643,31/03/2015,15.2647
01/04/2015,15.2088,01/04/2015,15.1206
06/04/2015,14.8670,06/04/2015,14.8003
07/04/2015,14.9237,07/04/2015,14.9039
08/04/2015,14.9206,08/04/2015,14.9072
09/04/2015,14.9960,09/04/2015,15.0554
10/04/2015,15.1569,10/04/2015,15.1706
13/04/2015,15.3062,13/04/2015,15.2947
14/04/2015,15.3222,14/04/2015,15.2339
15/04/2015,15.2670,15/04/2015,15.3891
16/04/2015,15.2220,16/04/2015,15.2455
17/04/2015,15.2488,17/04/2015,15.3128
20/04/2015,15.3829,20/04/2015,15.3973
21/04/2015,15.4461,21/04/2015,15.3837
22/04/2015,15.4370,22/04/2015,15.4518
23/04/2015,15.3998,23/04/2015,15.3539
24/04/2015,15.3741,24/04/2015,15.3834
27/04/2015,15.3690,27/04/2015,15.3213
28/04/2015,15.3049,28/04/2015,15.2225
29/04/2015,15.2375,29/04/2015,15.2043
30/04/2015,15.2842,30/04/2015,15.3714
04/05/2015,15.5195,04/05/2015,15.4940
05/05/2015,15.3969,05/05/2015,15.3225
06/05/2015,15.3507,06/05/2015,15.2825
07/05/2015,15.3381,07/05/2015,15.3397
08/05/2015,15.2165,08/05/2015,15.1424
11/05/2015,15.2361,11/05/2015,15.2624
12/05/2015,15.3481,12/05/2015,15.3211
13/05/2015,15.3031,13/05/2015,15.2213
14/05/2015,15.1819,14/05/2015,15.1235
15/05/2015,15.0536,15/05/2015,15.0225
18/05/2015,15.0662,18/05/2015,15.1200
19/05/2015,15.1492,19/05/2015,15.2008
20/05/2015,15.1881,20/05/2015,15.2120
21/05/2015,15.2102,21/05/2015,15.2326
22/05/2015,15.2412,22/05/2015,15.2918
25/05/2015,15.2556,25/05/2015,15.2635
26/05/2015,15.2750,26/05/2015,15.3235
27/05/2015,15.2904,27/05/2015,15.3581
28/05/2015,15.2985,28/05/2015,15.3737
29/05/2015,15.3462,29/05/2015,15.3815
01/06/2015,15.4287,01/06/2015,15.4845
02/06/2015,15.4587,02/06/2015,15.4128
03/06/2015,15.4732,03/06/2015,15.4833
04/06/2015,15.5268,04/06/2015,15.5347
05/06/2015,15.6254,05/06/2015,15.6958
08/06/2015,15.6654,08/06/2015,15.6715
09/06/2015,15.6025,09/06/2015,15.5645
10/06/2015,15.5056,10/06/2015,15.4779
11/06/2015,15.3912,11/06/2015,15.4409
12/06/2015,15.3741,12/06/2015,15.4129
15/06/2015,15.4237,15/06/2015,15.4327
16/06/2015,15.4120,16/06/2015,15.4192
17/06/2015,15.3227,17/06/2015,15.4199
18/06/2015,15.3036,18/06/2015,15.2828
19/06/2015,15.3438,19/06/2015,15.3274
22/06/2015,15.3476,22/06/2015,15.3072
23/06/2015,15.3717,23/06/2015,15.4088
24/06/2015,15.4480,24/06/2015,15.4555
25/06/2015,15.4907,25/06/2015,15.4816
26/06/2015,15.5187,26/06/2015,15.5676
29/06/2015,15.6555,29/06/2015,15.6599
30/06/2015,15.7139,30/06/2015,15.6854
01/07/2015,15.7561,01/07/2015,15.7829
02/07/2015,15.7193,02/07/2015,15.6821
03/07/2015,15.6944,03/07/2015,15.6918
06/07/2015,15.7338,06/07/2015,15.7530
07/07/2015,15.7491,07/07/2015,15.8281
08/07/2015,15.8177,08/07/2015,15.8174
09/07/2015,15.8324,09/07/2015,15.7856
10/07/2015,15.7632,10/07/2015,15.7329
13/07/2015,15.7077,13/07/2015,15.7404
14/07/2015,15.6867,14/07/2015,15.6728
15/07/2015,15.7197,15/07/2015,15.7470
16/07/2015,15.8083,16/07/2015,15.8014
17/07/2015,15.8830,17/07/2015,15.9121
20/07/2015,15.9683,20/07/2015,15.9856
21/07/2015,16.0102,21/07/2015,15.9728
22/07/2015,16.0447,22/07/2015,16.0950
23/07/2015,16.1573,23/07/2015,16.0988
24/07/2015,16.2434,24/07/2015,16.2364
27/07/2015,16.2738,27/07/2015,16.2681
28/07/2015,16.2789,28/07/2015,16.2638
29/07/2015,16.2808,29/07/2015,16.2140
30/07/2015,16.2747,30/07/2015,16.4512
31/07/2015,16.1920,31/07/2015,16.0772
03/08/2015,16.1409,03/08/2015,16.1129
04/08/2015,16.2329,04/08/2015,16.1736
05/08/2015,16.3377,05/08/2015,16.3762
06/08/2015,16.3503,06/08/2015,16.3533
07/08/2015,16.2410,07/08/2015,16.1645
10/08/2015,16.1562,10/08/2015,16.1652
11/08/2015,16.2364,11/08/2015,16.3241
12/08/2015,16.2960,12/08/2015,16.2976
13/08/2015,16.3413,13/08/2015,16.3541
14/08/2015,16.3862,14/08/2015,16.3658
17/08/2015,16.3972,17/08/2015,16.3993
18/08/2015,16.4182,18/08/2015,16.4317
19/08/2015,16.5107,19/08/2015,16.4908
20/08/2015,16.7106,20/08/2015,16.7182
21/08/2015,16.9010,21/08/2015,16.9171
24/08/2015,17.0980,24/08/2015,17.0975
25/08/2015,17.2067,25/08/2015,16.9859
26/08/2015,17.1037,26/08/2015,17.1065
27/08/2015,16.9419,27/08/2015,16.8863
28/08/2015,16.8162,28/08/2015,16.7684
31/08/2015,16.7496,31/08/2015,16.7829
01/09/2015,16.8596,01/09/2015,16.8692
02/09/2015,16.8966,02/09/2015,16.9444
03/09/2015,16.8096,03/09/2015,16.7918
04/09/2015,16.8708,04/09/2015,16.8454
07/09/2015,16.9705,07/09/2015,16.9880
08/09/2015,16.9064,08/09/2015,16.7979
09/09/2015,16.8226,09/09/2015,16.7773
10/09/2015,16.7998,10/09/2015,16.8103
11/09/2015,16.8084,11/09/2015,16.8261
14/09/2015,16.7913,14/09/2015,16.8168
15/09/2015,16.7225,15/09/2015,16.7716
17/09/2015,16.5797,17/09/2015,16.5680
18/09/2015,16.6258,18/09/2015,16.5390
21/09/2015,16.6476,21/09/2015,16.6865
