id,Port Name,State,Port Code,Border,Date,Measure,Value
1573,Sarles,North Dakota,3409,US-Canada Border,2018/01/03,Personal Vehicles,249
1574,Piegan,Montana,3316,US-Canada Border,2018/01/03,Personal Vehicle Passengers,8960
1575,Oroville,Washington,3019,US-Canada Border,2018/01/03,Pedestrians,12
1576,Baudette,Minnesota,3424,US-Canada Border,2018/01/03,Truck Containers Full,19
1577,Lancaster,Minnesota,3430,US-Canada Border,2018/01/03,Trucks,387
1578,Richford,Vermont,203,US-Canada Border,2018/01/03,Trains,10
1579,Calexico East,California,2507,US-Mexico Border,2018/01/03,Rail Containers Empty,703
1580,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/03,Truck Containers Empty,1566
1581,Fort Fairfield,Maine,107,US-Canada Border,2018/01/03,Trucks,1362
1582,Calexico,California,2503,US-Mexico Border,2018/01/03,Pedestrians,382354
1583,Hidalgo,Texas,2305,US-Mexico Border,2018/01/03,Personal Vehicles,381587
1584,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/03,Trucks,1535
1585,Baudette,Minnesota,3424,US-Canada Border,2018/01/03,Trucks,726
1586,Van Buren,Maine,108,US-Canada Border,2018/01/03,Personal Vehicles,11495
1587,Jackman,Maine,104,US-Canada Border,2018/01/03,Personal Vehicle Passengers,13339
1588,Fort Fairfield,Maine,107,US-Canada Border,2018/01/03,Truck Containers Full,55
1589,Baudette,Minnesota,3424,US-Canada Border,2018/01/03,Personal Vehicle Passengers,22156
1590,Boundary,Washington,3015,US-Canada Border,2018/01/03,Rail Containers Empty,564
1591,Sweetgrass,Montana,3310,US-Canada Border,2018/01/03,Trains,29
1592,Port Angeles,Washington,3007,US-Canada Border,2018/01/03,Truck Containers Empty,4
1593,Hansboro,North Dakota,3415,US-Canada Border,2018/01/03,Truck Containers Full,4
1594,Alcan,Alaska,3104,US-Canada Border,2018/01/03,Personal Vehicles,1370
1595,Eastport,Idaho,3302,US-Canada Border,2018/01/03,Buses,5
1596,San Luis,Arizona,2608,US-Mexico Border,2018/01/03,Truck Containers Full,2304
1597,Laurier,Washington,3016,US-Canada Border,2018/01/03,Rail Containers Empty,39
1598,El Paso,Texas,2402,US-Mexico Border,2018/01/03,Rail Containers Full,4183
1599,Skagway,Alaska,3103,US-Canada Border,2018/01/03,Pedestrians,3
1600,Columbus,New Mexico,2406,US-Mexico Border,2018/01/03,Pedestrians,24784
1601,Raymond,Montana,3301,US-Canada Border,2018/01/03,Truck Containers Empty,155
1602,Fort Kent,Maine,110,US-Canada Border,2018/01/03,Truck Containers Full,144
1603,Roseau,Minnesota,3426,US-Canada Border,2018/01/03,Truck Containers Full,150
1604,Whitlash,Montana,3321,US-Canada Border,2018/01/03,Personal Vehicle Passengers,51
1605,Douglas,Arizona,2601,US-Mexico Border,2018/01/03,Truck Containers Empty,514
1606,Northgate,North Dakota,3406,US-Canada Border,2018/01/03,Rail Containers Full,502
1607,Fort Kent,Maine,110,US-Canada Border,2018/01/03,Personal Vehicles,9034
1608,Detroit,Michigan,3801,US-Canada Border,2018/01/03,Rail Containers Empty,3837
1609,Point Roberts,Washington,3017,US-Canada Border,2018/01/03,Personal Vehicles,87071
1610,Presidio,Texas,2403,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,130768
1611,Ambrose,North Dakota,3410,US-Canada Border,2018/01/03,Truck Containers Empty,1
1612,Portal,North Dakota,3403,US-Canada Border,2018/01/03,Train Passengers,423
1613,Danville,Washington,3012,US-Canada Border,2018/01/03,Trucks,73
1614,Van Buren,Maine,108,US-Canada Border,2018/01/03,Truck Containers Full,727
1615,Laredo,Texas,2304,US-Mexico Border,2018/01/03,Rail Containers Empty,15612
1616,Beecher Falls,Vermont,206,US-Canada Border,2018/01/03,Personal Vehicle Passengers,5590
1617,Columbus,New Mexico,2406,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,64260
1618,Bridgewater,Maine,127,US-Canada Border,2018/01/03,Trucks,520
1619,Roma,Texas,2310,US-Mexico Border,2018/01/03,Truck Containers Empty,572
1620,El Paso,Texas,2402,US-Mexico Border,2018/01/03,Bus Passengers,16145
1621,Norton,Vermont,211,US-Canada Border,2018/01/03,Personal Vehicle Passengers,2444
1622,El Paso,Texas,2402,US-Mexico Border,2018/01/03,Trucks,67892
1623,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/03,Personal Vehicles,37598
1624,Nogales,Arizona,2604,US-Mexico Border,2018/01/03,Train Passengers,260
1625,Calexico East,California,2507,US-Mexico Border,2018/01/03,Trains,19
1626,Alcan,Alaska,3104,US-Canada Border,2018/01/03,Personal Vehicle Passengers,3279
1627,Ogdensburg,New York,701,US-Canada Border,2018/01/03,Buses,3
1628,Hannah,North Dakota,3408,US-Canada Border,2018/01/03,Personal Vehicles,81
1629,Norton,Vermont,211,US-Canada Border,2018/01/03,Rail Containers Full,637
1630,Ketchikan,Alaska,3102,US-Canada Border,2018/01/03,Pedestrians,27
1631,Norton,Vermont,211,US-Canada Border,2018/01/03,Truck Containers Empty,303
1632,Calais,Maine,115,US-Canada Border,2018/01/03,Trains,13
1633,Porthill,Idaho,3308,US-Canada Border,2018/01/03,Personal Vehicle Passengers,17965
1634,Portal,North Dakota,3403,US-Canada Border,2018/01/03,Truck Containers Empty,1989
1635,Port Angeles,Washington,3007,US-Canada Border,2018/01/03,Truck Containers Full,41
1636,Neche,North Dakota,3404,US-Canada Border,2018/01/03,Personal Vehicles,2648
1637,Calais,Maine,115,US-Canada Border,2018/01/03,Trucks,4531
1638,Port Huron,Michigan,3802,US-Canada Border,2018/01/03,Bus Passengers,3160
1639,Oroville,Washington,3019,US-Canada Border,2018/01/03,Personal Vehicles,15115
1640,Richford,Vermont,203,US-Canada Border,2018/01/03,Personal Vehicles,8687
1641,Naco,Arizona,2603,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,48437
1642,Andrade,California,2502,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,101101
1643,Calexico East,California,2507,US-Mexico Border,2018/01/03,Truck Containers Full,19492
1644,Calexico East,California,2507,US-Mexico Border,2018/01/03,Train Passengers,19
1645,Fortuna,North Dakota,3417,US-Canada Border,2018/01/03,Truck Containers Full,262
1646,Warroad,Minnesota,3423,US-Canada Border,2018/01/03,Personal Vehicle Passengers,12976
1647,Presidio,Texas,2403,US-Mexico Border,2018/01/03,Trucks,666
1648,Eastport,Idaho,3302,US-Canada Border,2018/01/03,Personal Vehicle Passengers,10819
1649,Van Buren,Maine,108,US-Canada Border,2018/01/03,Truck Containers Empty,809
1650,Point Roberts,Washington,3017,US-Canada Border,2018/01/03,Trucks,1282
1651,Sumas,Washington,3009,US-Canada Border,2018/01/03,Train Passengers,42
1652,Houlton,Maine,106,US-Canada Border,2018/01/03,Truck Containers Empty,2010
1653,Roma,Texas,2310,US-Mexico Border,2018/01/03,Personal Vehicles,69375
1654,Trout River,New York,715,US-Canada Border,2018/01/03,Truck Containers Empty,493
1655,Lynden,Washington,3023,US-Canada Border,2018/01/03,Personal Vehicles,51919
1656,Lukeville,Arizona,2602,US-Mexico Border,2018/01/03,Pedestrians,4243
1657,Pembina,North Dakota,3401,US-Canada Border,2018/01/03,Trucks,18835
1658,Hansboro,North Dakota,3415,US-Canada Border,2018/01/03,Trucks,9
1659,Naco,Arizona,2603,US-Mexico Border,2018/01/03,Truck Containers Full,119
1660,Lynden,Washington,3023,US-Canada Border,2018/01/03,Truck Containers Empty,3912
1661,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,113797
1662,Turner,Montana,3306,US-Canada Border,2018/01/03,Personal Vehicles,510
1663,Derby Line,Vermont,209,US-Canada Border,2018/01/03,Personal Vehicle Passengers,68644
1664,Presidio,Texas,2403,US-Mexico Border,2018/01/03,Truck Containers Empty,337
1665,Westhope,North Dakota,3419,US-Canada Border,2018/01/03,Personal Vehicles,595
1666,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/03,Pedestrians,13874
1667,Eastport,Maine,103,US-Canada Border,2018/01/03,Pedestrians,3
1668,Douglas,Arizona,2601,US-Mexico Border,2018/01/03,Personal Vehicles,155297
1669,Roseau,Minnesota,3426,US-Canada Border,2018/01/03,Personal Vehicle Passengers,5175
1670,Detroit,Michigan,3801,US-Canada Border,2018/01/03,Buses,750
1671,Eastport,Idaho,3302,US-Canada Border,2018/01/03,Bus Passengers,185
1672,Fort Fairfield,Maine,107,US-Canada Border,2018/01/03,Personal Vehicle Passengers,12498
1673,Fortuna,North Dakota,3417,US-Canada Border,2018/01/03,Personal Vehicles,548
1674,Brownsville,Texas,2301,US-Mexico Border,2018/01/03,Rail Containers Full,931
1675,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/03,Truck Containers Full,992
1676,Del Rio,Texas,2302,US-Mexico Border,2018/01/03,Trucks,6694
1677,Fortuna,North Dakota,3417,US-Canada Border,2018/01/03,Trucks,305
1678,Bridgewater,Maine,127,US-Canada Border,2018/01/03,Personal Vehicle Passengers,6924
1679,El Paso,Texas,2402,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,1951395
1680,Sweetgrass,Montana,3310,US-Canada Border,2018/01/03,Train Passengers,165
1681,Progreso,Texas,2309,US-Mexico Border,2018/01/03,Pedestrians,132148
1682,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/03,Trucks,9254
1683,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/03,Pedestrians,5173
1684,Jackman,Maine,104,US-Canada Border,2018/01/03,Buses,6
1685,Fortuna,North Dakota,3417,US-Canada Border,2018/01/03,Personal Vehicle Passengers,1061
1686,Massena,New York,704,US-Canada Border,2018/01/03,Personal Vehicle Passengers,124871
1687,Presidio,Texas,2403,US-Mexico Border,2018/01/03,Truck Containers Full,330
1688,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/03,Rail Containers Full,1140
1689,Port Huron,Michigan,3802,US-Canada Border,2018/01/03,Rail Containers Full,22280
1690,Pembina,North Dakota,3401,US-Canada Border,2018/01/03,Trains,108
1691,Wildhorse,Montana,3323,US-Canada Border,2018/01/03,Truck Containers Full,206
1692,Sarles,North Dakota,3409,US-Canada Border,2018/01/03,Trucks,65
1693,Sumas,Washington,3009,US-Canada Border,2018/01/03,Rail Containers Full,117
1694,Port Huron,Michigan,3802,US-Canada Border,2018/01/03,Truck Containers Empty,17964
1695,San Luis,Arizona,2608,US-Mexico Border,2018/01/03,Personal Vehicles,293231
1696,Trout River,New York,715,US-Canada Border,2018/01/03,Rail Containers Full,2231
1697,Westhope,North Dakota,3419,US-Canada Border,2018/01/03,Trucks,843
1698,Port Huron,Michigan,3802,US-Canada Border,2018/01/03,Rail Containers Empty,15153
1699,San Luis,Arizona,2608,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,524744
1700,Blaine,Washington,3004,US-Canada Border,2018/01/03,Truck Containers Empty,7541
1701,San Ysidro,California,2504,US-Mexico Border,2018/01/03,Bus Passengers,4420
1702,Westhope,North Dakota,3419,US-Canada Border,2018/01/03,Truck Containers Full,617
1703,Laurier,Washington,3016,US-Canada Border,2018/01/03,Truck Containers Empty,655
1704,Hidalgo,Texas,2305,US-Mexico Border,2018/01/03,Truck Containers Empty,14065
1705,Port Angeles,Washington,3007,US-Canada Border,2018/01/03,Personal Vehicle Passengers,9033
1706,Pembina,North Dakota,3401,US-Canada Border,2018/01/03,Bus Passengers,1248
1707,Turner,Montana,3306,US-Canada Border,2018/01/03,Truck Containers Empty,9
1708,Dalton Cache,Alaska,3106,US-Canada Border,2018/01/03,Personal Vehicle Passengers,1158
1709,Norton,Vermont,211,US-Canada Border,2018/01/03,Trucks,922
1710,Brownsville,Texas,2301,US-Mexico Border,2018/01/03,Trucks,21116
1711,Boundary,Washington,3015,US-Canada Border,2018/01/03,Personal Vehicle Passengers,4414
1712,Morgan,Montana,3319,US-Canada Border,2018/01/03,Trucks,43
1713,Metaline Falls,Washington,3025,US-Canada Border,2018/01/03,Truck Containers Full,27
1714,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/03,Rail Containers Empty,622
1715,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/03,Trucks,15402
1716,Massena,New York,704,US-Canada Border,2018/01/03,Truck Containers Full,1505
1717,Calexico East,California,2507,US-Mexico Border,2018/01/03,Truck Containers Empty,13607
1718,Del Rio,Texas,2302,US-Mexico Border,2018/01/03,Pedestrians,15229
1719,Jackman,Maine,104,US-Canada Border,2018/01/03,Personal Vehicles,8233
1720,Roma,Texas,2310,US-Mexico Border,2018/01/03,Pedestrians,25456
1721,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/03,Personal Vehicle Passengers,162375
1722,Madawaska,Maine,109,US-Canada Border,2018/01/03,Trucks,198
1723,Ambrose,North Dakota,3410,US-Canada Border,2018/01/03,Trucks,1
1724,Algonac,Michigan,3814,US-Canada Border,2018/01/03,Personal Vehicles,3274
1725,Maida,North Dakota,3416,US-Canada Border,2018/01/03,Personal Vehicle Passengers,854
1726,Sarles,North Dakota,3409,US-Canada Border,2018/01/03,Buses,4
1727,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/03,Trucks,8203
1728,Presidio,Texas,2403,US-Mexico Border,2018/01/03,Bus Passengers,187
1729,El Paso,Texas,2402,US-Mexico Border,2018/01/03,Buses,1428
1730,Pembina,North Dakota,3401,US-Canada Border,2018/01/03,Rail Containers Empty,2117
1731,Pembina,North Dakota,3401,US-Canada Border,2018/01/03,Truck Containers Empty,2643
1732,Dalton Cache,Alaska,3106,US-Canada Border,2018/01/03,Truck Containers Empty,145
1733,Carbury,North Dakota,3421,US-Canada Border,2018/01/03,Personal Vehicles,895
1734,Hansboro,North Dakota,3415,US-Canada Border,2018/01/03,Personal Vehicle Passengers,1030
1735,Bridgewater,Maine,127,US-Canada Border,2018/01/03,Truck Containers Full,47
1736,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/03,Pedestrians,624
1737,Pinecreek,Minnesota,3425,US-Canada Border,2018/01/03,Truck Containers Full,1
1738,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/03,Trucks,25597
1739,Trout River,New York,715,US-Canada Border,2018/01/03,Rail Containers Empty,816
1740,Turner,Montana,3306,US-Canada Border,2018/01/03,Bus Passengers,75
1741,Tecate,California,2505,US-Mexico Border,2018/01/03,Pedestrians,65887
1742,Lynden,Washington,3023,US-Canada Border,2018/01/03,Pedestrians,110
1743,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/03,Rail Containers Empty,16948
1744,Trout River,New York,715,US-Canada Border,2018/01/03,Trains,55
1745,Skagway,Alaska,3103,US-Canada Border,2018/01/03,Truck Containers Full,378
1746,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/03,Rail Containers Empty,17222
1747,Detroit,Michigan,3801,US-Canada Border,2018/01/03,Truck Containers Empty,47506
1748,St. John,North Dakota,3405,US-Canada Border,2018/01/03,Trucks,52
1749,Maida,North Dakota,3416,US-Canada Border,2018/01/03,Trucks,93
1750,Boundary,Washington,3015,US-Canada Border,2018/01/03,Pedestrians,2
1751,Oroville,Washington,3019,US-Canada Border,2018/01/03,Truck Containers Full,1510
1752,Lancaster,Minnesota,3430,US-Canada Border,2018/01/03,Personal Vehicles,1658
1753,Blaine,Washington,3004,US-Canada Border,2018/01/03,Bus Passengers,18799
1754,Scobey,Montana,3309,US-Canada Border,2018/01/03,Trucks,39
1755,Point Roberts,Washington,3017,US-Canada Border,2018/01/03,Truck Containers Full,172
1756,Calais,Maine,115,US-Canada Border,2018/01/03,Pedestrians,775
1757,Opheim,Montana,3317,US-Canada Border,2018/01/03,Personal Vehicles,228
1758,Progreso,Texas,2309,US-Mexico Border,2018/01/03,Trucks,5441
1759,Sumas,Washington,3009,US-Canada Border,2018/01/03,Personal Vehicles,81409
1760,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/03,Truck Containers Full,2795
1761,Port Huron,Michigan,3802,US-Canada Border,2018/01/03,Trains,274
1762,Sweetgrass,Montana,3310,US-Canada Border,2018/01/03,Bus Passengers,498
1763,Scobey,Montana,3309,US-Canada Border,2018/01/03,Personal Vehicle Passengers,606
1764,Lancaster,Minnesota,3430,US-Canada Border,2018/01/03,Truck Containers Empty,362
1765,Vanceboro,Maine,105,US-Canada Border,2018/01/03,Personal Vehicles,1779
1766,Van Buren,Maine,108,US-Canada Border,2018/01/03,Train Passengers,52
1767,Lancaster,Minnesota,3430,US-Canada Border,2018/01/03,Personal Vehicle Passengers,3586
1768,Sherwood,North Dakota,3414,US-Canada Border,2018/01/03,Personal Vehicle Passengers,2073
1769,Eastport,Idaho,3302,US-Canada Border,2018/01/03,Truck Containers Full,4522
1770,Presidio,Texas,2403,US-Mexico Border,2018/01/03,Pedestrians,24958
1771,Hidalgo,Texas,2305,US-Mexico Border,2018/01/03,Trucks,55997
1772,Calais,Maine,115,US-Canada Border,2018/01/03,Personal Vehicles,49036
1773,Detroit,Michigan,3801,US-Canada Border,2018/01/03,Bus Passengers,8758
1774,El Paso,Texas,2402,US-Mexico Border,2018/01/03,Trains,102
1775,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/03,Trains,347
1776,Laredo,Texas,2304,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,925915
1777,Norton,Vermont,211,US-Canada Border,2018/01/03,Rail Containers Empty,268
1778,Tornillo-Fabens,Texas,2404,US-Mexico Border,2018/01/03,Pedestrians,3176
1779,Skagway,Alaska,3103,US-Canada Border,2018/01/03,Personal Vehicles,1271
1780,Madawaska,Maine,109,US-Canada Border,2018/01/03,Truck Containers Empty,165
1781,Carbury,North Dakota,3421,US-Canada Border,2018/01/03,Personal Vehicle Passengers,2053
1782,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/03,Train Passengers,64
1783,Sumas,Washington,3009,US-Canada Border,2018/01/03,Buses,24
1784,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/03,Trucks,3787
1785,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/03,Personal Vehicles,54631
1786,Whitlash,Montana,3321,US-Canada Border,2018/01/03,Truck Containers Full,3
1787,Laredo,Texas,2304,US-Mexico Border,2018/01/03,Buses,3115
1788,Wildhorse,Montana,3323,US-Canada Border,2018/01/03,Personal Vehicle Passengers,1483
1789,Del Bonita,Montana,3322,US-Canada Border,2018/01/03,Truck Containers Empty,46
1790,Columbus,New Mexico,2406,US-Mexico Border,2018/01/03,Truck Containers Empty,162
1791,Derby Line,Vermont,209,US-Canada Border,2018/01/03,Truck Containers Full,6053
1792,Portal,North Dakota,3403,US-Canada Border,2018/01/03,Truck Containers Full,6781
1793,Richford,Vermont,203,US-Canada Border,2018/01/03,Rail Containers Empty,27
1794,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,479440
1795,Port Angeles,Washington,3007,US-Canada Border,2018/01/03,Trucks,44
1796,San Ysidro,California,2504,US-Mexico Border,2018/01/03,Personal Vehicles,1227940
1797,Laurier,Washington,3016,US-Canada Border,2018/01/03,Rail Containers Full,348
1798,Piegan,Montana,3316,US-Canada Border,2018/01/03,Personal Vehicles,4145
1799,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/03,Trucks,1207
1800,Alexandria Bay,New York,708,US-Canada Border,2018/01/03,Personal Vehicle Passengers,95020
1801,Northgate,North Dakota,3406,US-Canada Border,2018/01/03,Rail Containers Empty,84
1802,Lukeville,Arizona,2602,US-Mexico Border,2018/01/03,Bus Passengers,297
1803,Richford,Vermont,203,US-Canada Border,2018/01/03,Truck Containers Full,146
1804,Trout River,New York,715,US-Canada Border,2018/01/03,Truck Containers Full,583
1805,Vanceboro,Maine,105,US-Canada Border,2018/01/03,Rail Containers Empty,934
1806,Jackman,Maine,104,US-Canada Border,2018/01/03,Truck Containers Empty,5925
1807,San Luis,Arizona,2608,US-Mexico Border,2018/01/03,Trucks,3027
1808,Port Huron,Michigan,3802,US-Canada Border,2018/01/03,Train Passengers,673
1809,Frontier,Washington,3020,US-Canada Border,2018/01/03,Trucks,2102
1810,Portal,North Dakota,3403,US-Canada Border,2018/01/03,Rail Containers Empty,7380
1811,Richford,Vermont,203,US-Canada Border,2018/01/03,Train Passengers,20
1812,Ogdensburg,New York,701,US-Canada Border,2018/01/03,Personal Vehicles,23068
